"eventId","Week","Year","Tour","EventName","Winner","WinnerPts","playerId","WorldRating","HomeRating","FieldStrength"
1322,5,1994,"ANZ","Heineken Classic","Mike Clayton",24,487,60,,60
1323,5,1994,"USA","Phoenix Open","Bill Glasson",40,79,173,,173
1324,5,1994,"EUR","Dubai Desert Cl.","Ernie Els",46,874,228,,228
1325,6,1994,"USA","AT&T Pebble Bch","Johnny Miller",48,138,263,,263
1326,6,1994,"AFR","Hollard Swazi Cl","Omar Uresti",12,5183,3,,3
1327,6,1994,"EUR","Johnnie Walk Cl.","Greg Norman",54,512,329,,329
1328,7,1994,"AFR","Mt Edgecombe Tr.","Bruce Vaughan",16,875,23,,23
1329,7,1994,"EUR","Open de Tenerife","David Gilford",20,804,33,,33
1330,7,1994,"USA","Nis. Los Angeles","Corey Pavin",50,159,282,,282
1331,8,1994,"USA","Bob Hope Ch'r Cl","Scott Hoch",42,101,192,,192
1332,8,1994,"ANZ","Mic. Austr. Mast","Craig Parry",32,637,96,,96
1333,8,1994,"ASA","Philippine Open","Carlos Franco",18,3436,26,,26
1334,8,1994,"EUR","O de Extremadura","Paul Eales",20,3056,13,,13
1335,9,1994,"ANZ","Canon Challenge","Peter Senior",16,520,6,,6
1336,9,1994,"ASA","Kent Hong Kong O","David Frost",30,440,90,,90
1337,9,1994,"USA","Buick Inv of Cal","Craig Stadler",36,199,117,,117
1338,9,1994,"EUR","Turespana Mast's","Carl Mason",24,301,58,,58
1339,10,1994,"ASA","Classic Indian O","Emlyn Aubrey",12,812,2,,2
1340,10,1994,"USA","Doral Ryder Open","John Huston",58,707,392,,392
1341,10,1994,"EUR","Open Mediter'nia","Jose M Olazabal",26,3485,75,,75
1342,11,1994,"ASA","Thailand Open","Brandt Jobe",12,1391,,,
1343,11,1994,"JPN","Token Corp'n Cup","Craig Warren",16,860,25,,25
1344,11,1994,"USA","Honda Classic","Nick Price",54,452,343,,343
1345,11,1994,"EUR","Open de Baleares","Barry Lane",20,615,36,,36
1346,12,1994,"JPN","Daido D Shizuoka","Tommy Nakajima",16,386,16,,16
1347,12,1994,"ASA","B&H Malaysian Op","Joakim Haeggman",16,4358,25,,25
1348,12,1994,"USA","Nestle Invitat'l","Loren Roberts",66,176,496,,496
1349,12,1994,"EUR","Portuguese Open","Phillip Price",22,4739,52,,52
1350,13,1994,"JPN","U Airline KSB Op","Kazuhiro Takami",16,571,8,,8
1351,13,1994,"ASA","Sam Indonesian O","Frank Nobilo",16,511,17,,17
1352,13,1994,"USA","Players Champ'ip","Greg Norman",80,512,627,,627
1353,14,1994,"USA","Freeport McM'n C","Ben Crenshaw",42,45,177,,177
1354,14,1994,"ASA","Sabah Masters","Craig McClellan",12,797,,,
1355,14,1994,"JPN","Descente Classic","Brian Watts",16,922,6,,6
1356,14,1994,"EUR","Open V33","Stephen Ames",20,4102,15,,15
1357,15,1994,"MAJ","Masters Tournament","Jose M Olazabal",100,3485,,,
1358,15,1994,"ASA","Rep. of China Op","Hong Chia-Yuh",12,3996,2,,2
1359,15,1994,"JPN","Pocari Sweat Op.","Yoshi Mizumaki",16,699,2,,2
1360,16,1994,"ASA","Maekyung Kor Op.","Jongduk Kim",12,3858,,,
1361,16,1994,"JPN","Tsuraya Open","Tommy Nakajima",16,386,20,,20
1362,16,1994,"USA","MCI Heritage Cls","Hale Irwin",48,105,269,,269
1363,17,1994,"ASA","Dunlop Open","Masashi Ozaki",20,392,37,,37
1364,17,1994,"USA","Kmark Greensboro","Mike Springer",40,638,168,,168
1365,17,1994,"EUR","Hein O Catelonia","Jose Coceres",20,4445,44,,44
1366,18,1994,"JPN","Chunichi Crowns","Roger Mackay",28,508,84,,84
1367,18,1994,"EUR","Air F Cannes Op.","Ian Woosnam",38,334,135,,135
1368,18,1994,"USA","Shell Houston Op","Mike Heinen",38,5140,142,,142
1369,19,1994,"JPN","Fuji Sankei Clas","Kiyoshi Murota",16,825,23,,23
1370,19,1994,"USA","BellSouth Class","John Daly",40,863,157,,157
1371,19,1994,"EUR","Ben & Hedges Int","Seve Ballesteros",48,238,260,,260
1372,20,1994,"JPN","Japan PGA Champ.","Hiroshi Gohda",18,2489,29,,29
1373,20,1994,"EUR","Peug O de Espana","Colin Montgomerie",42,741,181,,181
1374,20,1994,"USA","GTE Byron Nelson","Neal Lancaster",28,4199,80,,80
1375,21,1994,"USA","Memorial Tourn","Tom Lehman",58,757,397,,397
1376,21,1994,"JPN","Pepsi Ube-Kosan","Tommy Nakajima",16,386,16,,16
1377,21,1994,"EUR","Tis'ta Italian O","Eduardo Romero",28,464,78,,78
1378,22,1994,"JPN","Mitsubishi Gal't","Katsuyoshi Tomori",16,416,25,,25
1379,22,1994,"EUR","Volvo PGA Champ.","Jose M Olazabal",64,3485,305,,305
1380,22,1994,"USA","Sw Bell Colonial","Nick Price",54,452,330,,330
1381,23,1994,"JPN","JCB Clas. Sendai","Masahiro Kuramoto",18,371,31,,31
1382,23,1994,"USA","Kemper Open","Mark Brooks",30,24,89,,89
1383,23,1994,"EUR","Alfred Dunhill O","Nick Faldo",46,264,245,,245
1384,24,1994,"JPN","Sapporo Tokyu Op","Yoshi Mizumaki",16,699,14,,14
1385,24,1994,"USA","Buick Classic","Lee Janzen",58,892,385,,385
1386,24,1994,"EUR","Honda Open","Robert Allenby",38,4949,143,,143
1387,25,1994,"JPN","Yomiuri Open","Tsukasa Watanabe",16,432,12,,12
1388,25,1994,"EUR","Jersey E A Open","Paul Curry",20,614,29,,29
1389,25,1994,"MAJ","U.S. Open","Ernie Els",100,874,,,
1390,26,1994,"JPN","Mizuno Open","Brian Watts",16,922,16,,16
1391,26,1994,"USA","Canon G Hartford","David Frost",50,440,299,,299
1392,26,1994,"EUR","Peug O de France","Mark Roe",36,549,116,,116
1393,27,1994,"JPN","PGA Philanthropy","Todd Hamilton",16,915,8,,8
1394,27,1994,"USA","Mot. Western Op","Nick Price",48,452,274,,274
1395,27,1994,"EUR","Murphy's Irish O","Bernhard Langer",48,290,271,,271
1396,28,1994,"EUR","Bells Scottish O","Carl Mason",44,301,216,,216
1397,28,1994,"JPN","Yonex Hiroshima","Masashi Ozaki",16,392,21,,21
1398,28,1994,"USA","Anheurser-Bch Cl","Mark McCumber",20,135,42,,42
1399,29,1994,"MAJ","The Open Championship","Nick Price",100,452,,,
1400,29,1994,"USA","Dep Guaranty Cl","Brian Henninger",20,4326,36,,36
1401,30,1994,"JPN","Nikkei Cup","Toru Suzuki",16,4053,4,,4
1402,30,1994,"EUR","Heineken Dutch O","Miguel A Jimenez",44,3596,210,,210
1403,30,1994,"USA","New England Cls.","Kenny Perry",24,604,65,,65
1404,31,1994,"JPN","NST Niigata Open","Pete Izumikawa",16,363,,,
1405,31,1994,"USA","Fed Exp St Jude","Dicky Pride",42,5467,179,,179
1406,31,1994,"EUR","Scandinavian Mst","Vijay Singh",40,653,158,,158
1407,32,1994,"USA","Buick Open","Fred Couples",50,44,289,,289
1408,32,1994,"EUR","BMW Internat'nal","Mark McNulty",36,449,120,,120
1409,33,1994,"MAJ","PGA Championship","Nick Price",100,452,,,
1410,33,1994,"JPN","Acom Internat'l","Naomichi Joe Ozaki",16,393,7,,7
1411,33,1994,"EUR","Hohe Brucke Open","Mark Davis",20,951,3,,3
1412,34,1994,"USA","Sprint Intern'al","Steve Lowery",56,828,356,,356
1413,34,1994,"JPN","Maruman Open","David Ishii",16,107,9,,9
1414,34,1994,"EUR","Murphy's Eng'h O","Colin Montgomerie",38,741,128,,128
1415,34,1994,"CAN","Canadian PGA Chp","Stuart Hendley",4,2081,,,
1416,35,1994,"JPN","KBC Augusta","Brian Watts",16,922,24,,24
1417,35,1994,"EUR","Volvo German Op.","Colin Montgomerie",38,741,132,,132
1418,35,1994,"USA","NEC World Series","Jose M Olazabal",62,3485,429,,429
1419,36,1994,"USA","Gr Milwaukee Op.","Mike Springer",26,638,73,,73
1420,36,1994,"EUR","Canon Eur. Mast","Eduardo Romero",44,464,220,,220
1421,36,1994,"JPN","Japan Match Play","Todd Hamilton",16,915,9,,9
1422,37,1994,"JPN","Suntory Open","David Ishii",20,107,36,,36
1423,37,1994,"EUR","European Open","David Gilford",44,804,220,,220
1424,37,1994,"USA","Bell Canadian Op","Nick Price",50,452,281,,281
1425,38,1994,"JPN","ANA Open","Masashi Ozaki",20,392,38,,38
1426,38,1994,"USA","B C Open","Mike Sullivan",24,204,56,,56
1427,38,1994,"EUR","Dunhill Br. Mast","Ian Woosnam",50,334,291,,291
1428,39,1994,"JPN","G Sar Jun Class.","Carlos Franco",18,3436,32,,32
1429,39,1994,"USA","Hardee's Class.","Mark McCumber",30,135,88,,88
1430,39,1994,"EUR","Trophee Lancome","Vijay Singh",50,653,300,,300
1431,40,1994,"JPN","Japan Open Champ","Masashi Ozaki",32,392,38,,38
1432,40,1994,"USA","Buick Southern O","Steve Elkington",20,579,45,,45
1433,40,1994,"EUR","Merc German Mast","Seve Ballesteros",48,238,264,,264
1434,41,1994,"JPN","Tokai Classic","Corey Pavin",24,159,57,,57
1435,41,1994,"USA","Walt Disney Cls.","Rick Fehr",40,63,154,,154
1436,42,1994,"EUR","Toyota W M Play","Ernie Els",46,874,241,,241
1437,42,1994,"JPN","Asahi Golf Dig't","Eiji Mizoguchi",20,4013,38,,38
1438,42,1994,"USA","Texas Open","Bob Estes",46,889,233,,233
1439,43,1994,"ANZ","F'k Queensland O","Lucas Parsons",16,4526,,,
1440,43,1994,"JPN","Bridgestone Open","Brian Watts",30,922,95,,95
1441,43,1994,"USA","Las Vegas Inv'al","Bruce Lietzke",44,122,216,,216
1442,43,1994,"EUR","Chem. Czech Open","Per-Ulrik Johansson",36,4595,118,,118
1443,44,1994,"ANZ","Ep'n Singapore O","Kyi Hla Han",16,474,3,,3
1444,44,1994,"JPN","Ph. Morris Champ","Brian Watts",20,922,39,,39
1445,44,1994,"EUR","Volvo Masters","Bernhard Langer",50,290,297,,297
1446,44,1994,"USA","Tour Champions'p","Mark McCumber",56,135,361,,361
1447,45,1994,"USA","Lin\Mer Kapalua","Fred Couples",34,44,112,,112
1448,45,1994,"JPN","Daiwa Internat'l","Masashi Ozaki",24,392,57,,57
1449,45,1994,"USA","Sarazen World Op","Ernie Els",36,874,122,,122
1450,45,1994,"ANZ","Alf Dunhill Mast","Jack Kay",36,877,119,,119
1451,46,1994,"JPN","Sm.Visa Taiheiyo","Masashi Ozaki",32,392,102,,102
1452,46,1994,"ANZ","Victorian Open","Patrick Burke",16,3154,3,,3
1453,47,1994,"JPN","Dunlop Phoenix","Masashi Ozaki",34,392,115,,115
1454,47,1994,"AFR","Zimbabwe Open","Chris Williams",14,457,13,,13
1455,47,1994,"ANZ","R'k Austral. PGA","Andrew Coltart",16,5108,7,,7
1456,48,1994,"JPN","Casio World Open","Robert Gamez",28,2878,81,,81
1457,48,1994,"ANZ","Hein Austr. Open","Robert Allenby",32,4949,85,,85
1458,48,1994,"AFR","Nashua Challenge","Hendrik Buhrmann",20,583,45,,45
1459,49,1994,"JPN","Japan Series","Hisayuki Sasaki",16,2707,16,,16
1460,49,1994,"AFR","Nedbank $Million","Nick Faldo",52,264,306,,306
1461,49,1994,"ANZ","G Norman Holden","Anthony Gilligan",28,794,85,,85
1462,50,1994,"ANZ","Air NZ Shell","Shane Robinson",16,3918,12,,12
1463,50,1994,"JPN","Daikyo Open","Hideki Kase",16,702,2,,2
1464,51,1994,"ANZ","Coolum Classic","Mike Clayton",16,487,5,,5
1465,51,1994,"EUR","J Walker W'ld Ch","Ernie Els",60,874,418,,418
1466,1,1995,"USA","Mercedes Champ's","Steve Elkington",46,579,228,,228
1467,1,1995,"AFR","Bell's Cup","Ernie Els",22,874,53,,53
1468,2,1995,"AFR","FNB Players Chp.","Ron Whittaker",18,3465,32,,32
1469,2,1995,"ANZ","AMP New Zeal. Op","Lucas Parsons",16,4526,2,,2
1470,2,1995,"USA","U'ted Hawaiian O","John Morse",42,2478,198,,198
1471,3,1995,"ANZ","Optus Players Ch","Tim Elliott",16,1315,15,,15
1472,3,1995,"AFR","ICL Internat'nal","Ashley Roestoff",16,1051,24,,24
1473,3,1995,"EUR","Dubai Desert Cls","Fred Couples",46,44,247,,247
1474,3,1995,"USA","Northern Tel'm O","Phil Mickelson",46,1547,242,,242
1475,4,1995,"EUR"|"ASA"|"ANZ","Johnnie Walk. Cl","Fred Couples",48,44,,,
1476,4,1995,"AFR","Hollard Swazi Cl","Brad Ott",12,3670,5,,5
1477,4,1995,"USA","Phoenix Open","Vijay Singh",52,653,316,,316
1478,5,1995,"ASA","Thailand Open","Todd Hamilton",14,915,7,,7
1479,5,1995,"AFR","Telkom S Af Mast","Scott Dunlap",16,3346,16,,16
1480,5,1995,"ANZ","Heineken Classic","Robert Allenby",18,4949,32,,32
1481,5,1995,"EUR","Madeira Is. Open","Santiago Luna",20,671,12,,12
1482,5,1995,"USA","AT&T Pebble Bch","Peter Jacobsen",52,109,325,,325
1483,6,1995,"USA","Buick Inv of Cal","Peter Jacobsen",46,109,240,,240
1484,6,1995,"EUR","Open de Canarias","Jarmo Sandelin",22,5469,49,,49
1485,6,1995,"ANZ","Ford Open","Tim Elliott",16,1315,3,,3
1486,6,1995,"AFR","Philips SAf Open","Retief Goosen",22,4884,54,,54
1487,6,1995,"ASA","Sabah Masters","Brandt Jobe",12,1391,,,
1488,7,1995,"AFR","Lexington PGA","Ernie Els",30,874,91,,91
1489,7,1995,"ANZ","Austral. Masters","Peter Senior",20,520,40,,40
1490,7,1995,"USA","Bob Hope Ch'r Cl","Kenny Perry",40,604,160,,160
1491,8,1995,"ASA","Philippine Open","Carlos Espinosa",12,737,,,
1492,8,1995,"USA","Nissan Open","Corey Pavin",46,159,243,,243
1493,8,1995,"ANZ","Canon Challenge","Craig Parry",16,637,14,,14
1494,8,1995,"EUR","Tur Op Mediter'a","Robert Karlsson",26,4331,71,,71
1495,9,1995,"ASA","Classic Indian O","Jim Rutledge",12,666,,,
1496,9,1995,"USA","Doral Ryder Open","Nick Faldo",60,264,412,,412
1497,9,1995,"EUR","Tur. O Andalucia","Alex Cejka",28,4425,84,,84
1498,10,1995,"ASA","B&H Malaysian Op","Clay Devers",18,4756,33,,33
1499,10,1995,"JPN","Token Corpn. Cup","Todd Hamilton",20,915,39,,39
1500,10,1995,"USA","Honda Classic","Mark O'Meara",52,154,306,,306
1501,10,1995,"EUR","Moroccan Open","Mark James(1953)",24,283,62,,62
1502,11,1995,"ASA","Sam Indonesian O","Jose Cantero",16,1771,23,,23
1503,11,1995,"JPN","Daido D Shizuoka","Brian Watts",16,922,12,,12
1504,11,1995,"EUR","Portuguese Open","Adam Hunter",26,1765,73,,73
1505,11,1995,"USA","Nestle Invit'l","Loren Roberts",74,176,648,,648
1506,12,1995,"USA","Players Champ'ip","Lee Janzen",80,892,702,,702
1507,12,1995,"EUR","Open de Baleares","Greg Turner",20,531,43,,43
1508,12,1995,"ASA","Sempati Bali Opn","Brandt Jobe",12,1391,3,,3
1509,12,1995,"JPN","Novell KSB Open","Rick Gibson",16,739,15,,15
1510,13,1995,"ASA","Sing. Rolex Mast","Ron Wuensche",12,3772,,,
1511,13,1995,"JPN","Descente Classic","Satoshi Higashi",16,545,9,,9
1512,13,1995,"USA","Freeport McM'n C","Davis Love III",40,3464,155,,155
1513,14,1995,"MAJ","Masters Tournament","Ben Crenshaw",100,45,,,
1514,14,1995,"ASA","Rep. of China Op","Daniel Chopra",12,2035,,,
1515,15,1995,"ASA","Maekyung Korea O","Brandt Jobe",12,1391,,,
1516,15,1995,"JPN","Tsuruya Open","Satoshi Higashi",16,545,16,,16
1517,15,1995,"USA","MCI Heritage Cls","Bob Tway",64,215,475,,475
1518,15,1995,"EUR","Open Catalonia","Philip Walton",22,546,52,,52
1519,16,1995,"EUR","Air F Cannes Op.","Andre Bossert",20,4463,124,,124
1520,16,1995,"ASA","Dunlop Open","Peter Senior",20,520,44,,44
1521,16,1995,"USA","Kmart Greensboro","Jim Gallagher-Jr",46,3463,228,,228
1522,17,1995,"ASA","Volvo China Open","Raul Fretes",12,4184,,,
1523,17,1995,"JPN","Chunichi Crowns","Masashi Ozaki",22,392,50,,50
1524,17,1995,"USA","Shell Houston Op","Payne Stewart",44,200,218,,218
1525,18,1995,"JPN","Fuji Sankei Cls.","Tommy Nakajima",18,386,27,,27
1526,18,1995,"EUR","Conte Italian Op","Sam Torrance",22,328,46,,46
1527,18,1995,"USA","BellSouth Class.","Mark Calcavecchia",44,30,217,,217
1528,19,1995,"JPN","Japan PGA Champ.","Hisayuki Sasaki",16,2707,4,,4
1529,19,1995,"EUR","Ben & Hedges Int","Peter O'Malley",42,660,189,,189
1530,19,1995,"USA","GTE Byron Nelson","Ernie Els",52,874,316,,316
1531,20,1995,"JPN","Pepsi Ube Kosan","Mitsutaka Kusakabe",16,3921,14,,14
1532,20,1995,"USA","Buick Classic","Vijay Singh",44,653,208,,208
1533,20,1995,"EUR","Peug O de Espana","Seve Ballesteros",42,238,187,,187
1534,21,1995,"JPN","Mitsubishi Gal't","Brandt Jobe",18,1391,29,,29
1535,21,1995,"USA","Colonial Nat Inv","Tom Lehman",62,757,447,,447
1536,21,1995,"EUR","Volvo PGA Champ.","Bernhard Langer",64,290,253,,253
1537,22,1995,"JPN","JCB Sendai Cls.","Ryoken Kawagishi",16,3861,25,,25
1538,22,1995,"USA","Memorial Tourn't","Greg Norman",70,512,559,,559
1539,22,1995,"EUR","Murphy's Eng. Op","Philip Walton",36,546,120,,120
1540,23,1995,"JPN","Sapporo Tokyu Op","Carlos Franco",16,3436,13,,13
1541,23,1995,"EUR","Deutsche B'k TPC","Bernhard Langer",34,290,109,,109
1542,23,1995,"USA","Kemper Open","Lee Janzen",56,892,370,,370
1543,24,1995,"JPN","Yomiuri Open","Eduardo Herrera",16,1232,9,,9
1544,24,1995,"EUR","DHL Jersey Open","Andrew Oldcorn",20,578,17,,17
1545,24,1995,"MAJ","U.S. Open","Corey Pavin",100,159,,,
1546,25,1995,"JPN","Mizuno Open","Brian Watts",16,922,24,,24
1547,25,1995,"EUR","Peug.O de France","Paul Broadhurst",28,2860,81,,81
1548,25,1995,"USA","Canon G Hartford","Greg Norman",44,512,209,,209
1549,26,1995,"USA","Fed Exp St. Jude","Jim Gallagher-Jr",44,3463,207,,207
1550,26,1995,"JPN","PGA Philantrophy","Kazuhiro Takami",18,571,26,,26
1551,26,1995,"EUR","BMW Internat'nal","Frank Nobilo",30,511,88,,88
1552,27,1995,"JPN","Yonex Hiroshima","Masashi Ozaki",16,392,25,,25
1553,27,1995,"EUR","Murphy's Irish O","Sam Torrance",44,328,204,,204
1554,27,1995,"USA","Mot. Western Op","Billy Mayfair",58,3572,378,,378
1555,28,1995,"EUR","Scottish Open","Wayne Riley",48,517,265,,265
1556,28,1995,"USA","Anheuser-Bch Cl","Ted Tryba",28,3020,80,,80
1557,28,1995,"JPN","Nikkei Cup","Tetsu Nishikawa",16,835,,,
1558,29,1995,"MAJ","The Open Championship","John Daly",100,863,,,
1559,29,1995,"USA","Dep Guaranty Cls","Ed Dougherty",20,608,7,,7
1560,30,1995,"JPN","NST Niigata","Tomohiro Maruyama",16,806,,,
1561,30,1995,"USA","Ideon Classic","Fred Funk",32,72,103,,103
1562,30,1995,"EUR","Heineken Dutch O","Scott Hoch",42,101,186,,186
1563,31,1995,"JPN","Sanko Gr.Summer","Frankie Minoza",16,480,,,
1564,31,1995,"USA","Buick Open","Woody Austin",48,3629,257,,257
1565,31,1995,"EUR","Volvo Scand.Mast","Jesper Parnevik",36,948,119,,119
1566,32,1995,"MAJ","PGA Championship","Steve Elkington",100,579,,,
1567,32,1995,"EUR","Hohe Brucke Open","Alex Cejka",20,4425,2,,2
1568,33,1995,"USA","Sprint Intern'al","Lee Janzen",54,892,334,,334
1569,33,1995,"JPN","Acom Intern'al","Katsunori Kuwabara",16,5629,6,,6
1570,33,1995,"EUR","Chem. Czech Open","Peter Teravainen",24,207,60,,60
1571,34,1995,"USA","NEC World Series","Greg Norman",60,512,420,,420
1572,34,1995,"JPN","KBC Augusta","Kazuhiko Hosokawa",16,3577,24,,24
1573,34,1995,"EUR","Volvo German Op.","Colin Montgomerie",38,741,129,,129
1574,35,1995,"JPN","Japan Match Play","Katsuyoshi Tomori",16,416,14,,14
1575,35,1995,"USA","Gr. Milwaukee Op","Scott Hoch",40,101,163,,163
1576,35,1995,"EUR","Canon Eur. Mast","Mathias Gronberg",40,4388,171,,171
1577,36,1995,"JPN","Suntory Open","Masahiro Kuramoto",24,371,62,,62
1578,36,1995,"EUR","Trophee Lancome","Colin Montgomerie",44,741,215,,215
1579,36,1995,"USA","Bell Canadian Op","Mark O'Meara",44,154,201,,201
1580,37,1995,"JPN","ANA Open","Masashi Ozaki",26,392,66,,66
1581,37,1995,"EUR","Col.Brit.Masters","Sam Torrance",38,328,131,,131
1582,37,1995,"USA","B C Open","Hal Sutton",38,205,147,,147
1583,38,1995,"USA","Quad Cities Cls.","D A Weibring",20,227,40,,40
1584,38,1995,"JPN","G Sarazen Jun Cl","Satoshi Higashi",18,545,32,,32
1585,39,1995,"JPN","Japan Open Champ","Toshimitsu Izawa",32,814,45,,45
1586,39,1995,"EUR","Smurfit Eur'n Op","Bernhard Langer",40,290,162,,162
1587,39,1995,"USA","Buick Challenge","Fred Funk",44,72,216,,216
1588,40,1995,"JPN","Tokai Classic","Masayuki Kawamura",18,4032,32,,32
1589,40,1995,"USA","Walt Disney Cls.","Brad Bryant",30,26,90,,90
1590,40,1995,"EUR","Merc.German Mast","Anders Forsbrand",40,268,153,,153
1591,41,1995,"EUR","Toyota W M Play","Ernie Els",42,874,195,,195
1592,41,1995,"ASA","Volvo Asian Mast","Corey Pavin",16,159,20,,20
1593,41,1995,"JPN","Golf Digest Trn","Stewart Ginn",16,499,21,,21
1594,41,1995,"USA","Las Vegas Inv'l","Jim Furyk",44,2881,207,,207
1595,42,1995,"JPN","Bridgestone Open","Shigeki Maruyama",20,4418,38,,38
1596,42,1995,"USA","LaCant. Texas Op","Duffy Waldorf",40,224,169,,169
1597,43,1995,"EUR","Volvo Masters","Alex Cejka",40,4425,159,,159
1598,43,1995,"JPN","Philip Morris Ch","Hidemichi Tanaka",22,5655,46,,46
1599,43,1995,"USA","Tour Champions'p","Billy Mayfair",58,3572,381,,381
1600,44,1995,"USA","Lin-Merc Kapalua","Jim Furyk",34,2881,111,,111
1601,44,1995,"ANZ","Alf Dunhill Mast","Michael Campbell",20,4984,38,,38
1602,44,1995,"JPN","Daiwa Internat'l","Shigenori Mori",20,1202,36,,36
1603,44,1995,"EUR","Sarazen Wld Open","Frank Nobilo",32,511,100,,100
1604,45,1995,"JPN","Sm.Visa Taiheiyo","Satoshi Higashi",40,545,164,,164
1605,45,1995,"ANZ","Epson Singap. Op","Steven Conran",16,4529,,,
1606,46,1995,"JPN","Dunlop Phoenix","Masashi Ozaki",40,392,175,,175
1607,46,1995,"ANZ","Victorian Open","Stephen Leaney",16,4889,13,,13
1608,46,1995,"ASA","Hong Kong Open","Gary Webb",16,1253,25,,25
1609,47,1995,"ANZ","Hein Austral. Op","Greg Norman",36,512,123,,123
1610,47,1995,"JPN","Casio World Open","Seiki Okuda",30,1981,88,,88
1611,47,1995,"ASA","TP Indones'n PGA","John Senden",14,5207,8,,8
1612,47,1995,"AFR","Zimbabwe Open","Nick Price",20,452,45,,45
1613,48,1995,"AFR","Nedland $Million","Corey Pavin",46,159,230,,230
1614,48,1995,"ANZ","G Norman Holden","Craig Parry",34,637,114,,114
1615,48,1995,"JPN","Japan Series","Masashi Ozaki",18,392,34,,34
1616,49,1995,"JPN","Daikyo Open","Frankie Minoza",16,480,14,,14
1617,49,1995,"ANZ","AMP Air N Zeal O","Peter O'Malley",24,660,56,,56
1618,50,1995,"ANZ","Schw. Coolum Cls","Shane Robinson",16,3918,10,,10
1619,50,1995,"EUR","J Walker W Champ","Fred Couples",46,44,236,,236
1620,51,1995,"USA","And Con W C of G","Barry Lane",48,615,275,,275
1621,1,1996,"USA","Mercedes Champ's","Mark O'Meara",52,154,304,,304
1622,2,1996,"USA","Nortel Open","Phil Mickelson",42,1547,196,,196
1623,3,1996,"AFR","Philips S Afr Op","Ernie Els",20,874,37,,37
1624,3,1996,"ASA","B & H Malaysia O","Steve Flesch",16,4707,23,,23
1625,3,1996,"USA","Bob Hope Ch'r Cl","Mark Brooks",42,24,195,,195
1626,4,1996,"EUR"|"ASA"|"ANZ","Johnnie Walk Cl","Ian Woosnam",42,334,,,
1627,4,1996,"USA","Phoenix Open","Phil Mickelson",48,1547,274,,274
1628,4,1996,"AFR","S Lam SA Masters","Wayne Westner",14,456,7,,7
1629,5,1996,"ASA","MM Southwoods Op","missed missed",12,5006,2,,2
1630,5,1996,"AFR","Nashua W C Class","Wayne Westner",14,456,7,,7
1631,5,1996,"ANZ","Heineken Classic","Ian Woosnam",34,334,108,,108
1632,6,1996,"ANZ","Ford Open","Greg Norman",24,512,61,,61
1633,6,1996,"ASA","T I Thailand Op.","Todd Barranger",12,3994,2,,2
1634,6,1996,"AFR","Dim Data Pro-Am","Mark McNulty",30,449,88,,88
1635,6,1996,"USA","Buick Invitat'l","Davis Love III",52,3464,311,,311
1636,7,1996,"ANZ","Er'n Austr. Mast","Craig Parry",22,637,50,,50
1637,7,1996,"ASA","Classic Indian O","Hidezumi Shirakata",12,3665,,,
1638,7,1996,"USA","U'ted Hawaiian O","Jim Furyk",38,2881,130,,130
1639,7,1996,"AFR","Alf Dun PGA Chp.","Sven Struver",22,3931,91,,91
1640,8,1996,"ANZ","Canon Challenge","Peter Senior",16,520,20,,20
1641,8,1996,"USA","Nissan Open","Craig Stadler",46,199,233,,233
1642,8,1996,"AFR","FNB Players Cham","Wayne Westner",28,456,79,,79
1643,9,1996,"EUR","Open Catalonia","Paul Lawrie",20,5105,28,,28
1644,9,1996,"AFR","Hol. Swazi Clas.","Richard Kaplan",12,656,2,,2
1645,9,1996,"USA","Doral Ryder Open","Greg Norman",68,512,507,,507
1646,10,1996,"JPN","Token Corpn. Cup","Yoshinori Kaneko",20,634,37,,37
1647,10,1996,"ASA","Matoa Nas. Inv.","Christian Pena",12,3891,,,
1648,10,1996,"EUR","Moroccan Open","Peter Hedblom",26,4556,72,,72
1649,10,1996,"USA","Honda Classic","Tim Herron",50,5621,295,,295
1650,11,1996,"USA","Bay Hill Invit'l","Paul Goydos",68,3702,525,,525
1651,11,1996,"ASA","Indonesia Open","Edward Fryatt",12,5727,,,
1652,11,1996,"JPN","Daido D Shizuoka","Yosh'zu Sakamoto",16,3228,26,,26
1653,11,1996,"EUR","Dubai Desert Cl","Colin Montgomerie",36,741,121,,121
1654,12,1996,"JPN","Novell KSB Open","Toru Suzuki",16,4053,12,,12
1655,12,1996,"EUR","Portuguese Open","Wayne Riley",20,517,31,,31
1656,12,1996,"ASA","Rolex Sing Mast.","Mike Cunning",12,561,,,
1657,12,1996,"USA","Freeport McD Cl.","Scott McCarron",42,3682,190,,190
1658,13,1996,"ASA","U'x Philippine O","Rob Whitlock",12,5326,,,
1659,13,1996,"EUR","Madeira Is'd Op.","Jarmo Sandelin",20,5469,,,
1660,13,1996,"USA","Players Champ'ip","Fred Couples",80,44,683,,683
1661,14,1996,"USA","BellSouth Class.","Paul Stankowski",54,4051,338,,338
1662,14,1996,"JPN","Descente Classic","Masanobu Kimura",16,551,16,,16
1663,15,1996,"MAJ","Masters Tournament","Nick Faldo",100,264,,,
1664,15,1996,"ASA","Maekyung Fsh O","Namsin Park",12,3691,,,
1665,15,1996,"JPN","Tsuruya Open","Peter McWhinney",16,636,17,,17
1666,16,1996,"ASA","Kirin Open","Yoshinori Kaneko",16,634,24,,24
1667,16,1996,"USA","MCI Classic","Loren Roberts",60,176,421,,421
