"eventId","Week","Year","Tour","EventName","Winner","WinnerPts","playerId","WorldRating","HomeRating","FieldStrength"
1668,16,1996,"EUR","Air F Cannes Op.","Raymond Russell",20,3641,43,,43
1669,17,1996,"EUR","Turespana Mast.","Diego Borrego",26,3776,67,,67
1670,17,1996,"JPN","Chunichi Crowns","Masashi Ozaki",28,392,79,,79
1671,17,1996,"USA","Greensboro Ch'r","Mark O'Meara",44,154,210,,210
1672,18,1996,"USA","Shell Houston Op","Mark Brooks",40,24,168,,168
1673,18,1996,"EUR","Conte Italian Op","Jim Payne",24,5106,60,,60
1674,18,1996,"JPN","Fuji Sankei Cl","Brian Watts",20,922,41,,41
1675,19,1996,"JPN","Japan PGA Champ.","Masashi Ozaki",22,392,46,,46
1676,19,1996,"USA","GTE Byron Nelson","Phil Mickelson",56,1547,365,,365
1677,19,1996,"EUR","Peugeot O Espana","Padraig Harrington",32,5716,96,,96
1678,20,1996,"JPN","Pepsi Ube Kosan","Hidemichi Tanaka",18,5655,27,,27
1679,20,1996,"USA","MasterCd Col'ial","Corey Pavin",60,159,424,,424
1680,20,1996,"EUR","Ben & Hedges Int","Stephen Ames",44,4102,207,,207
1681,21,1996,"USA","Kemper Open","Steve Stricker",40,4818,175,,175
1682,21,1996,"JPN","Mitsubishi Gal't","Masashi Ozaki",22,392,52,,52
1683,21,1996,"EUR","Volvo PGA Champ.","Costantino Rocca",64,1834,200,,200
1684,22,1996,"USA","Memorial Tourn","Tom Watson",68,226,504,,504
1685,22,1996,"EUR","Deutsche B'k TPC","Frank Nobilo",38,511,136,,136
1686,22,1996,"JPN","JCB Clas. Sendai","Masashi Ozaki",18,392,33,,33
1687,23,1996,"USA","Buick Classic","Ernie Els",56,874,363,,363
1688,23,1996,"EUR","Alamo English Op","Robert Allenby",30,4949,93,,93
1689,23,1996,"JPN","Sapporo Tokyu Op","Hajime Meshiai",16,376,8,,8
1690,24,1996,"MAJ","U.S. Open","Steve Jones",100,112,,,
1691,24,1996,"JPN","Pocari S Yomiuri","Kazuhiro Fukunaga",18,5793,27,,27
1692,24,1996,"EUR","Slaley Hall Chal","Retief Goosen",20,4884,4,,4
1693,25,1996,"JPN","Mizuno Open","Yoshinori Kaneko",18,634,27,,27
1694,25,1996,"EUR","BMW Internat'l","Marc Farry",20,958,63,,63
1695,25,1996,"USA","FedEx St. Jude C","John Cook",40,41,175,,175
1696,26,1996,"JPN","PGA Philanthropy","Todd Hamilton",16,915,25,,25
1697,26,1996,"EUR","Peug O de France","Robert Allenby",40,4949,152,,152
1698,26,1996,"USA","Canon G Hartford","D A Weibring",42,227,183,,183
1699,27,1996,"JPN","Yonex Hiroshima","Hideyuki Sato",16,1712,13,,13
1700,27,1996,"EUR","Murphy's Irish O","Colin Montgomerie",40,741,169,,169
1701,27,1996,"USA","Mot'la Western O","Steve Stricker",68,4818,505,,505
1702,28,1996,"JPN","Nikkei Cup","Hideki Kase",16,702,25,,25
1703,28,1996,"EUR","The Scottish Op.","Ian Woosnam",42,334,177,,177
1704,28,1996,"USA","Michelob Champ.","Scott Hoch",24,101,62,,62
1705,29,1996,"USA","Dep Guaranty Cl","Willie Wood",20,230,36,,36
1706,29,1996,"MAJ","The Open Championship","Tom Lehman",100,757,,,
1707,30,1996,"JPN","NST Niigata Open","Mas'i Horikawa",16,5196,5,,5
1708,30,1996,"EUR","Sun Dutch Open","Mark McNulty",28,449,83,,83
1709,30,1996,"USA","CVS Charity Cls.","John Cook",26,41,73,,73
1710,31,1996,"USA","Buick Open","Justin Leonard",50,5603,295,,295
1711,31,1996,"JPN","Sanko G'd Summer","Kazuhiko Hosokawa",16,3577,7,,7
1712,31,1996,"EUR","Volvo Scand'n Ms","Lee Westwood",32,4052,97,,97
1713,32,1996,"MAJ","PGA Championship","Mark Brooks",100,24,,,
1714,32,1996,"EUR","Hohe Brucke Op","Paul McGinley",20,5222,7,,7
1715,33,1996,"USA","Sprint Intern'l","Clarence Rose",66,179,487,,487
1716,33,1996,"JPN","Acom Internat'l","Kazuhiko Hosokawa",16,3577,11,,11
1717,33,1996,"EUR","Chem. Czech Open","Jonathan Lomas",20,4570,21,,21
1718,34,1996,"USA","NEC World Series","Phil Mickelson",58,1547,382,,382
1719,34,1996,"USA","Gr Vancouver Op","Guy Boros",22,4650,48,,48
1720,34,1996,"JPN","KBC Augusta","Masashi Ozaki",20,392,41,,41
1721,34,1996,"EUR","Volvo German Op","Ian Woosnam",20,334,73,,73
1722,35,1996,"JPN","Japan Match Play","Nobuo Serizawa",18,396,26,,26
1723,35,1996,"EUR","One2One Br. Mast","Robert Allenby",36,4949,124,,124
1724,35,1996,"USA","Gr Milwaukee Op","Loren Roberts",38,176,144,,144
1725,36,1996,"JPN","Suntory Open","Hajime Meshiai",26,376,70,,70
1726,36,1996,"USA","Bell Canadian Op","Dudley Hart",40,3879,325,,325
1727,36,1996,"EUR","Canon Eur Mast.","Colin Montgomerie",32,741,103,,103
1728,37,1996,"JPN","ANA Open","Carlos Franco",16,3436,22,,22
1729,37,1996,"EUR","Trophee Lancome","Jesper Parnevik",38,948,147,,147
1730,37,1996,"USA","Quad City Class","Ed Fiori",32,67,105,,105
1731,38,1996,"JPN","Jun Classic","Masashi Ozaki",16,392,40,,40
1732,38,1996,"USA","B C Open","Fred Funk",28,72,116,,116
1733,38,1996,"EUR","Loch Lomond Inv.","Thomas Bjorn",40,5725,156,,156
1734,39,1996,"JPN","Japan Open Champ","Peter Teravainen",32,207,49,,49
1735,39,1996,"EUR","Smurfit Eur'n Op","Per-Ulrik Johansson",38,4595,132,,132
1736,39,1996,"USA","Buick Challenge","Michael Bradley",26,3582,294,,294
1737,40,1996,"JPN","Tokai Classic","Masanobu Kimura",22,551,49,,49
1738,40,1996,"USA","Las Vegas Invit","Tiger Woods",50,5321,286,,286
1739,40,1996,"EUR","Linde German Mst","Darren Clarke",40,3523,168,,168
1740,41,1996,"EUR","Oki Pro-Am","Tom Kite",20,114,6,,6
1741,41,1996,"JPN","Golf Digest Trn.","Yoshi Mizumaki",16,699,19,,19
1742,41,1996,"USA","LaCantera Texas","David Ogrin",40,153,170,,170
1743,42,1996,"EUR","Toyota W Match-P","Ernie Els",42,874,187,,187
1744,42,1996,"ANZ","F'k Queensland O","Steven Alker",16,4871,5,,5
1745,42,1996,"JPN","Bridgestone Op.","Shigeki Maruyama",34,4418,109,,109
1746,42,1996,"USA","Walt Disney Cls","Tiger Woods",46,5321,250,,250
1747,43,1996,"ANZ","Players Champ'ip","Bradley Hughes",16,853,,,
1748,43,1996,"JPN","Philip Morris Ch","Naomichi Joe Ozaki",22,393,53,,53
1749,43,1996,"EUR","Volvo Masters","Mark McNulty",40,449,155,,155
1750,43,1996,"USA","Tour Champions'p","Tom Lehman",60,757,419,,419
1751,44,1996,"ANZ","Alf Dunhill Mast","Bernhard Langer",26,290,68,,68
1752,44,1996,"EUR","Sarazen W'd Open","Frank Nobilo",40,511,167,,167
1753,45,1996,"JPN","Sm Visa Taiheiyo","Lee Westwood",24,4052,60,,60
1754,45,1996,"USA","Lin-Merc Kapalua","Paul Stankowski",40,4051,155,,155
1755,46,1996,"JPN","Dunlop Phoenix","Masashi Ozaki",38,392,148,,148
1756,46,1996,"ANZ","M'Card Aust. PGA","Phil Tataurangi",16,4860,12,,12
1757,42,1996,"ASA","Chinese Taipei O","Hong Chia-Yuh",12,3996,,,
1758,47,1996,"ANZ","Holden Austr. Op","Greg Norman",32,512,100,,100
1759,47,1996,"JPN","Casio World Open","Paul Stankowski",30,4051,87,,87
1760,48,1996,"AFR","Nedbank $Million","Colin Montgomerie",44,741,220,,220
1761,48,1996,"ANZ","G Norman Holden","Peter Senior",30,520,95,,95
1762,48,1996,"JPN","Japan Series","Masashi Ozaki",22,392,49,,49
1763,49,1996,"JPN","Daikyo Open","Eduardo Herrera",16,1232,20,,20
1764,49,1996,"ASA","A Cn Hong Kong O","Rodrigo Cuello",14,4959,12,,12
1765,49,1996,"ANZ","AMP Air N Zeal O","Michael Long",16,4865,10,,10
1766,49,1996,"AFR","Zimbabwe Open","Mark McNulty",16,449,25,,25
1767,50,1996,"ANZ","Schw Coolum Cl.","Anthony Painter",16,652,7,,7
1768,1,1997,"USA","And. Cons. WCOG","Greg Norman",58,512,394,,394
1769,2,1997,"USA","Mercedes Champ.","Tiger Woods",40,5321,321,,321
1770,2,1997,"ANZ","Victorian Open","Stephen Leaney",16,4889,9,,9
1771,3,1997,"AFR","San L SA Masters","Mark McNulty",14,449,15,,15
1772,3,1997,"USA","Bob Hope Ch'r Cl","John Cook",48,41,265,,265
1773,4,1997,"AFR","Nashua W C Chall","Mark McNulty",14,449,15,,15
1774,4,1997,"USA","Phoenix Open","Steve Jones",54,112,342,,342
1775,4,1997,"EUR"|"ASA"|"ANZ","Joh'ie Walker Cl","Ernie Els",44,874,,,
1776,5,1997,"AFR","FNB Players Chp.","Warren Schutte",16,5463,16,,16
1777,5,1997,"USA","AT&T Pebble Bch","Mark O'Meara",60,154,403,,403
1778,5,1997,"ANZ","Heineken Classic","Miguel Angel Martin",40,3484,163,,163
1779,6,1997,"ANZ","Ford Open","Steven Alker",22,4871,52,,52
1780,6,1997,"AFR","Sth African Open","Vijay Singh",34,653,109,,109
1781,6,1997,"USA","Buick Invit'l","Mark O'Meara",48,154,275,,275
1782,7,1997,"ASA","MM Southwoods O","Takao Nogami",12,5740,,,
1783,7,1997,"ANZ","Er'n Austr. Mast","Peter Lonard",20,4122,43,,43
1784,7,1997,"USA","U Air Hawaiian O","Paul Stankowski",44,4051,214,,214
1785,7,1997,"AFR","Dim. Data Pro-Am","Nick Price",26,452,67,,67
1786,8,1997,"ASA","Kon UBIX Manila","Yasuharu Imano",12,5676,2,,2
1787,8,1997,"ANZ","Canon Challenge","Peter Senior",16,520,25,,25
1788,8,1997,"USA","Tucson Ch'ler Cl","Jeff Sluman",44,192,209,,209
1789,8,1997,"AFR","A Dunhill PGA Ch","Nick Price",24,452,57,,57
1790,9,1997,"AFR","Hol Swazi Open","Warrick Druian",12,5252,,,
1791,9,1997,"EUR","Dubai Desert Cl","Richard Green",40,3877,152,,152
1792,9,1997,"USA","Nissan Open","Nick Faldo",56,264,364,,364
1793,10,1997,"ASA","B&H Malaysian O","Lee Westwood",14,4052,14,,14
1794,10,1997,"USA","Doral-Ryder Open","Steve Elkington",68,579,511,,511
1795,10,1997,"EUR","Moroccan Open","Clinton Whitelaw",20,5221,42,,42
1796,11,1997,"USA","Honda Classic","Stuart Appleby",48,5294,275,,275
1797,11,1997,"JPN","Token Corp'n Cup","Masashi Ozaki",22,392,53,,53
1798,11,1997,"EUR","Portuguese Open","Michael Jonzon",20,5218,43,,43
1799,11,1997,"ASA","TAI Thailand Op.","Chri'n Chernock",12,5776,,,
1800,12,1997,"JPN","Daido Shizuoka","Hisayuki Sasaki",18,2707,26,,26
1801,12,1997,"ASA","Rolex Masters","Kyi Hla Han",12,474,,,
1802,12,1997,"USA","Bay Hill Invit'l","Phil Mickelson",68,1547,523,,523
1803,12,1997,"EUR","Turespana Mast.","Jose M Olazabal",20,3485,25,,25
1804,13,1997,"USA","Players Champ'p","Steve Elkington",80,579,740,,740
1805,13,1997,"JPN","Just Sys KSB Op.","Keiichiro Fukabori",16,3976,14,,14
1806,13,1997,"EUR","Madeira Is Op.","Peter Mitchell",20,837,11,,11
1807,13,1997,"ASA","Classic Indian O","Edward Fryatt",12,5727,,,
1808,14,1997,"JPN","Descente Classic","Peter Teravainen",16,207,14,,14
1809,14,1997,"USA","Freeport McD. Cl","Brad Faxon",48,62,256,,256
1810,15,1997,"MAJ","Masters Tournament","Tiger Woods",100,5321,,,
1811,16,1997,"USA","MCI Classic","Nick Price",62,452,433,,433
1812,16,1997,"ASA","Philippine Open","Kevin Wentworth",12,4092,4,,4
1813,16,1997,"EUR","Eur 1 Cannes Op","Stuart Cage",20,3881,18,,18
1814,16,1997,"JPN","Tsuruya Open","Mitsuo Harada",16,4160,22,,22
1815,17,1997,"USA","Greensboro Ch'r","Frank Nobilo",50,511,286,,286
1816,17,1997,"EUR","Peug O de Espana","Mark James(1953)",38,283,126,,126
1817,17,1997,"ASA","Kirin Open","Jongduk Kim",22,3858,50,,50
1818,18,1997,"ASA","Maekyung LG Fn O","Yongjin Shin",12,5337,,,
1819,18,1997,"JPN","Chunichi Crowns","Masashi Ozaki",36,392,124,,124
1820,18,1997,"EUR","C of F Italian O","Bernhard Langer",28,290,84,,84
1821,18,1997,"USA","Shell Houston Op","Phil Blackmar",46,13,238,,238
1822,19,1997,"EUR","Ben & Hedges Int","Bernhard Langer",36,290,125,,125
1823,19,1997,"JPN","Fuji Sankei Cls.","Kenichi Kuboya",22,5790,48,,48
1824,19,1997,"USA","BellSouth Class","Scott McCarron",44,3682,215,,215
1825,20,1997,"JPN","Japan PGA Champ.","Shigeki Maruyama",22,4418,53,,53
1826,20,1997,"USA","GTE Byron Nelson","Tiger Woods",56,5321,360,,360
1827,20,1997,"EUR","Alamo English Op","Per-Ulrik Johansson",34,4595,111,,111
1828,21,1997,"USA","M'terCd Colonial","David Frost",58,440,394,,394
1829,21,1997,"JPN","Ube Kosan Open","Shigenori Mori",16,1202,8,,8
1830,21,1997,"EUR","Volvo PGA Champ","Ian Woosnam",64,334,204,,204
1831,22,1997,"EUR","Deutsche Bk TPC","Ross McFarlane",26,622,75,,75
1832,22,1997,"JPN","Mitsubishi Gal't","Masashi Ozaki",18,392,26,,26
1833,22,1997,"USA","Memorial Tourn","Vijay Singh",50,653,500,,500
1834,23,1997,"EUR","Compaq Grd. Prix","Colin Montgomerie",26,741,74,,74
1835,23,1997,"JPN","JCB Clas. Sendai","Nobuhito Sato",18,4186,31,,31
1836,23,1997,"USA","Kemper Open","Justin Leonard",62,5603,445,,445
1837,24,1997,"JPN","Sapporo Tokyo Op","Hirofumi Miyase",16,3808,22,,22
1838,24,1997,"MAJ","U.S. Open","Ernie Els",100,874,,,
1839,25,1997,"JPN","Yomiuri Open","Shigeki Maruyama",18,4418,31,,31
1840,25,1997,"EUR","Volvo German Op","Ignacio Garrido",24,5555,62,,62
1841,25,1997,"USA","Buick Classic","Ernie Els",48,874,252,,252
1842,26,1997,"JPN","Mizuno Open","Brian Watts",22,922,53,,53
1843,26,1997,"EUR","Peug O de France","Retief Goosen",34,4884,111,,111
1844,26,1997,"USA","FedEx St. Jude","Greg Norman",42,512,179,,179
1845,27,1997,"USA","Mot'a Western Op","Tiger Woods",56,5321,366,,366
1846,27,1997,"EUR","Murphy's Irish O","Colin Montgomerie",38,741,140,,140
1847,27,1997,"JPN","PGA Philanthropy","Naomichi Joe Ozaki",16,393,20,,20
1848,28,1997,"USA","Quad City Class.","David Toms",24,4340,58,,58
1849,28,1997,"EUR","Gulfstream W Inv","Tom Lehman",50,757,296,,296
1850,28,1997,"JPN","Yonex Hiroshima","Naomichi Joe Ozaki",16,393,6,,6
1851,29,1997,"USA","Dep Guaranty Cl","Billy Ray Brown",20,771,11,,11
1852,29,1997,"MAJ","The Open Championship","Justin Leonard",100,5603,,,
1853,30,1997,"JPN","Nikkei Cup","Yeh Chang-Ting",20,5339,19,,19
1854,30,1997,"USA","Canon G Hartford","Stewart Cink",40,5665,163,,163
1855,30,1997,"EUR","Sun Mic Dutch O","Sven Struver",20,3931,41,,41
1856,31,1997,"USA","Sprint Intern'l","Phil Mickelson",58,1547,400,,400
1857,31,1997,"JPN","NST Niigata","Kazuhiko Hosokawa",16,3577,2,,2
1858,31,1997,"EUR","Volvo Scand Mast","Joakim Haeggman",34,4358,110,,110
1859,32,1997,"JPN","Sanko Grand Sum","Shoichi Kuwabara",16,5656,8,,8
1860,32,1997,"EUR","Chem Czech Open","Bernhard Langer",24,290,58,,58
1861,32,1997,"USA","Buick Open","Vijay Singh",54,653,326,,326
1862,33,1997,"MAJ","PGA Championship","Davis Love III",100,3464,,,
1863,33,1997,"JPN","Acom Internat'l","Kazuo Kanayama",16,642,5,,5
1864,34,1997,"USA","NEC World Series","Greg Norman",64,512,453,,453
1865,34,1997,"USA","Gr Vancouver Op.","Mark Calcavecchia",26,30,71,,71
1866,34,1997,"EUR","Smurfit Europ. O","Per-Ulrik Johansson",32,4595,97,,97
1867,35,1997,"JPN","KBC Augusta","Masashi Ozaki",18,392,27,,27
1868,35,1997,"EUR","BMW Internat'nal","Robert Karlsson",36,4331,121,,121
1869,35,1997,"USA","Gr Milwaukee Op","Scott Hoch",32,101,96,,96
1870,36,1997,"JPN","Japan Match Play","Shigeki Maruyama",18,4418,30,,30
1871,36,1997,"USA","Bell Canadian O","Steve Jones",50,112,296,,296
1872,36,1997,"EUR","Canon Eur. Mast","Costantino Rocca",32,1834,100,,100
1873,37,1997,"ANZ","Er Asia Pac Mast","Darren Cole",16,2836,2,,2
1874,37,1997,"JPN","Suntory Open","Hiroyuki Fujita",26,5599,67,,67
1875,37,1997,"EUR","Trophee Lancome","Mark O'Meara",42,154,188,,188
1876,37,1997,"USA","CVS Charity Cls","Loren Roberts",38,176,129,,129
1877,38,1997,"USA","LaCant Texas Op","Tim Herron",40,5621,171,,171
1878,38,1997,"JPN","ANA Open","Shinichi Yokota",28,5070,82,,82
1879,38,1997,"EUR","One2One Br Mast","Greg Turner",30,531,95,,95
1880,39,1997,"USA","B C Open","Gabriel Hjertstedt",24,4855,60,,60
1881,39,1997,"JPN","Jun Classic","Eduardo Herrera",22,1232,50,,50
1882,40,1997,"JPN","Japan Open Champ","Craig Parry",32,637,57,,57
1883,40,1997,"EUR","Linde German Mst","Bernhard Langer",38,290,147,,147
1884,40,1997,"USA","Buick Challenge","Davis Love III",42,3464,191,,191
1885,41,1997,"EUR","Toyota W Match-P","Vijay Singh",42,653,176,,176
1886,41,1997,"JPN","Tokai Classic","Brandt Jobe",24,1391,58,,58
1887,41,1997,"USA","Michelob Champ","David Duval",44,4761,205,,205
1888,42,1997,"USA","Walt Disney Cls.","David Duval",44,4761,209,,209
1889,42,1997,"JPN","Golf Digest Trn.","Brandt Jobe",16,1391,18,,18
1890,43,1997,"JPN","Bridgestone Open","Masashi Ozaki",28,392,76,,76
1891,43,1997,"EUR","Oki Pro-Am","Paul McGinley",20,5222,34,,34
1892,43,1997,"USA","Las Vegas Invit.","Bill Glasson",48,79,271,,271
1893,44,1997,"USA","Tour Champions'p","David Duval",62,4761,440,,440
1894,44,1997,"JPN","Philip Morris Ch","Brian Watts",26,922,68,,68
1895,44,1997,"EUR","Volvo Masters","Lee Westwood",28,4052,80,,80
1896,45,1997,"USA","Lin-Merc Kapalua","Davis Love III",36,3464,116,,116
1897,45,1997,"EUR","Sub Sarazen Wl O","Mark Calcavecchia",40,30,161,,161
1898,46,1997,"JPN","Sum Visa Taih'yo","Lee Westwood",36,4052,125,,125
1899,47,1997,"ANZ","MasterCard PGA","Andrew Coltart",16,5108,18,,18
1900,47,1997,"JPN","Dunlop Phoenix","Tom Watson",38,226,142,,142
1901,48,1997,"JPN","Casio World Op","Mitsutaka Kusakabe",28,3921,77,,77
1902,48,1997,"AFR","Zimbabwe Open","Nick Price",20,452,38,,38
1903,48,1997,"ANZ","Holden Austr. Op","Lee Westwood",38,4052,136,,136
1904,49,1997,"AFR","Nedbank $Million","Nick Price",44,452,218,,218
1905,49,1997,"JPN","Nippon Series","Shigeki Maruyama",22,4418,50,,50
1906,49,1997,"ANZ","Aus'n Players Ch","Greg Chalmers",26,5625,69,,69
1907,50,1997,"ANZ","AMP Air NZ Open","Greg Turner",18,531,35,,35
1908,50,1997,"JPN","Daikyo Open","Kenichi Kuboya",16,5790,25,,25
1909,51,1997,"ANZ","Schw. Coolum Cl","Craig Parry",18,637,34,,34
1910,1,1998,"USA","And. Cons. WCOG","Colin Montgomerie",58,741,399,,399
1911,2,1998,"USA","Mercedes Champ's","Phil Mickelson",58,1547,398,,398
1912,2,1998,"ANZ","Victorian Open","Brad King",16,641,10,,10
1913,3,1998,"USA","Bob Hope Ch'r Cl","Fred Couples",48,44,260,,260
1914,4,1998,"EUR"|"ASA"|"ANZ","Johnnie Walker C","Tiger Woods",40,5321,,,
1915,4,1998,"USA","Phoenix Open","Jesper Parnevik",54,948,331,,331
1916,5,1998,"AFR","Nashua W C Chal","Adilson da Silva",14,5239,10,,10
1917,5,1998,"ANZ","Heineken Classic","Thomas Bjorn",32,5725,101,,101
1918,6,1998,"ANZ","G Norman Holden","Greg Norman",36,512,123,,123
1919,6,1998,"AFR","Sth African Open","Ernie Els",30,874,94,,94
1920,6,1998,"USA","Buick Invitat'al","Scott Simpson",40,189,160,,160
1921,7,1998,"ANZ","Ericsson Masters","Bradley Hughes",30,853,88,,88
1922,7,1998,"AFR","Alf Dunhill PGA","Tony Johnstone",36,446,120,,120
1923,7,1998,"USA","U Air Hawaiian O","John Huston",40,707,155,,155
1924,8,1998,"AFR","Dim. Data Pro-Am","Nick Price",18,452,35,,35
1925,8,1998,"ANZ","Canon Challenge","Peter O'Malley",16,660,21,,21
1926,8,1998,"USA","Tucson Ch'ler Cl","David Duval",50,4761,294,,294
1927,9,1998,"AFR","Sten R Swazi Op.","Paul Friedlander",12,3518,,,
1928,9,1998,"EUR","Dubai Desert Cl.","Jose M Olazabal",42,3485,183,,183
1929,9,1998,"USA","Nissan Open","Billy Mayfair",50,3572,285,,285
1930,10,1998,"AFR","Vodacom Pl Champ","Mark McNulty",14,449,9,,9
1931,10,1998,"ANZ","Austr Tour Champ","Mathew Goggin",16,3756,10,,10
1932,10,1998,"EUR","Qatar Masters","Andrew Coltart",30,5108,89,,89
1933,10,1998,"USA","Doral Ryder Open","Michael Bradley",60,3582,411,,411
1934,11,1998,"EUR","Moroccan Open","Stephen Leaney",20,4889,21,,21
1935,11,1998,"JPN","Token Cup","Hajime Meshiai",22,376,53,,53
1936,11,1998,"USA","Honda Classic","Mark Calcavecchia",50,30,288,,288
1937,12,1998,"USA","Bay Hill Invit'l","Ernie Els",72,874,581,,581
1938,12,1998,"JPN","Daido Shizuoka","Eduardo Herrera",16,1232,21,,21
1939,12,1998,"EUR","Portuguese Open","Peter Mitchell",20,837,23,,23
1940,13,1998,"USA","Players Champ'p","Justin Leonard",80,5603,700,,700
1941,13,1998,"JPN","Justsystem KSB O","Carlos Franco",16,3436,22,,22
1942,14,1998,"USA","Freeport McD Cl","Lee Westwood",44,4052,216,,216
1943,14,1998,"JPN","Descente Classic","Dinesh Chand",18,6171,29,,29
1944,15,1998,"MAJ","Masters Tournament","Mark O'Meara",100,154,,,
1945,16,1998,"JPN","Tsuruya Open","Katsumasa Miyamoto",16,5791,23,,23
1946,16,1998,"EUR","Cannes Open","Thomas Levet",20,2141,19,,19
1947,16,1998,"USA","MCI Classic","Davis Love III",60,3464,413,,413
1948,17,1998,"JPN","Kirin Open","Frankie Minoza",24,480,56,,56
1949,17,1998,"EUR","Peug O de Espana","Thomas Bjorn",28,5725,77,,77
1950,17,1998,"USA","Greensboro Ch'r","Trevor Dodds",42,439,182,,182
1951,18,1998,"EUR","Italian Open","Patrik Sjoland",22,5715,85,,85
1952,18,1998,"JPN","Chunichi Crowns","Davis Love III",34,3464,113,,113
1953,18,1998,"USA","Shell Houston Op","David Duval",42,4761,191,,191
1954,19,1998,"USA","BellSouth Class.","Tiger Woods",48,5321,258,,258
1955,19,1998,"EUR","Turespana Mast.","Miguel A Jimenez",20,3596,13,,13
1956,19,1998,"JPN","Fuji Sankei Cls.","Carlos Franco",24,3436,59,,59
1957,20,1998,"JPN","Japan PGA Champ.","Brandt Jobe",24,1391,64,,64
1958,20,1998,"EUR","Ben & Hedges Int","Darren Clarke",36,3523,120,,120
1959,20,1998,"USA","GTE Byron Nelson","John Cook",60,41,425,,425
1960,21,1998,"JPN","Ube Kosan Open","Brandt Jobe",16,1391,15,,15
1961,21,1998,"USA","MasterCard Col'l","Tom Watson",58,226,376,,376
1962,21,1998,"EUR","Volvo PGA Champ","Colin Montgomerie",64,741,199,,199
1963,22,1998,"JPN","Mitsubishi Ga't","Toru Taniguchi",16,3750,25,,25
1964,22,1998,"USA","Memorial Tourn't","Fred Couples",66,44,481,,481
1965,22,1998,"EUR","Deutsche Bk TPC","Lee Westwood",42,4052,179,,179
1966,23,1998,"JPN","JCB Clas. Sendai","Yoshi Mizumaki",16,699,24,,24
1967,23,1998,"EUR","NCR English Open","Lee Westwood",34,4052,111,,111
1968,23,1998,"USA","Kemper Open","Stuart Appleby",46,5294,230,,230
1969,24,1998,"USA","Buick Classic","J.P. Hayes",40,4500,320,,320
1970,24,1998,"JPN","Sapporo Tokyu O","Toru Suzuki",16,4053,21,,21
1971,25,1998,"MAJ","U.S. Open","Lee Janzen",100,892,,,
1972,25,1998,"EUR","Madeira Is. Op","Mats Lanner",20,553,3,,3
1973,25,1998,"JPN","Yomiuri Open","Brian Watts",16,922,50,,50
1974,26,1998,"JPN","Mizuno Open","Brandt Jobe",20,1391,38,,38
1975,26,1998,"EUR","Peug O de France","Sam Torrance",22,328,55,,55
1976,26,1998,"USA","Mot'la Western O","Joe Durant",54,3113,338,,338
1977,27,1998,"JPN","PGA Philanthropy","Shigeki Maruyama",16,4418,23,,23
1978,27,1998,"EUR","Murphy's Irish O","David Carter",38,4478,144,,144
1979,27,1998,"USA","Canon G Hartford","Olin Browne",40,2130,156,,156
1980,28,1998,"EUR","Sd Life L Lomond","Lee Westwood",42,4052,189,,189
1981,28,1998,"JPN","Yonex Hiroshima","Masashi Ozaki",16,392,15,,15
1982,28,1998,"USA","Quad City Class","Steve Jones",22,112,54,,54
1983,29,1998,"USA","Dep. Guaranty Cl","Fred Funk",20,72,24,,24
1984,29,1998,"MAJ","The Open Championship","Mark O'Meara",100,154,,,
1985,30,1998,"JPN","Aiful Cup","Hidemichi Tanaka",16,5655,14,,14
1986,30,1998,"USA","CVS Charity Cls.","Steve Pate",32,157,100,,100
1987,30,1998,"EUR","TNT Dutch Open","Stephen Leaney",36,4889,120,,120
1988,31,1998,"JPN","NST Niigata Open","Masayuki Kawamura",16,4032,,,
1989,31,1998,"USA","FedEx St.Jude Cl","Nick Price",44,452,209,,209
1990,31,1998,"EUR","Volvo Scand Mast","Jesper Parnevik",34,948,114,,114
1991,32,1998,"JPN","Sanko Grand Sum.","Shingo Katayama",16,3770,16,,16
